label,gender,log_mel_0,log_mel_1,log_mel_2,log_mel_3,log_mel_4,log_mel_5,log_mel_6,log_mel_7,log_mel_8,log_mel_9,log_mel_10,log_mel_11,log_mel_12,log_mel_13,log_mel_14,log_mel_15,log_mel_16,log_mel_17,log_mel_18,log_mel_19,log_mel_20,log_mel_21,log_mel_22,log_mel_23,log_mel_24,log_mel_25,log_mel_26,log_mel_27,log_mel_28,log_mel_29,log_mel_30,log_mel_31,log_mel_32,log_mel_33,log_mel_34,log_mel_35,log_mel_36,log_mel_37,log_mel_38,log_mel_39,log_mel_40,log_mel_41,log_mel_42,log_mel_43,log_mel_44,log_mel_45,log_mel_46,log_mel_47,log_mel_48,log_mel_49,log_mel_50,log_mel_51,log_mel_52,log_mel_53,log_mel_54,log_mel_55,log_mel_56,log_mel_57,log_mel_58,log_mel_59,log_mel_60,log_mel_61,log_mel_62,log_mel_63,log_mel_64,log_mel_65,log_mel_66,log_mel_67,log_mel_68,log_mel_69,log_mel_70,log_mel_71,log_mel_72,log_mel_73,log_mel_74,log_mel_75,log_mel_76,log_mel_77,log_mel_78,log_mel_79,log_mel_80,log_mel_81,log_mel_82,log_mel_83,log_mel_84,log_mel_85,log_mel_86,log_mel_87,log_mel_88,log_mel_89,log_mel_90,log_mel_91,log_mel_92,log_mel_93,log_mel_94,log_mel_95,log_mel_96,log_mel_97,log_mel_98,log_mel_99,log_mel_100,log_mel_101,log_mel_102,log_mel_103,log_mel_104,log_mel_105,log_mel_106,log_mel_107,log_mel_108,log_mel_109,log_mel_110,log_mel_111,log_mel_112,log_mel_113,log_mel_114,log_mel_115,log_mel_116,log_mel_117,log_mel_118,log_mel_119,log_mel_120,log_mel_121,log_mel_122,log_mel_123,log_mel_124,log_mel_125,log_mel_126,log_mel_127,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39
fearful,0,-56.454796,-54.29675,-54.535873,-54.91572,-53.490307,-52.28953,-49.5934,-43.969193,-39.96588,-36.945824,-36.758675,-39.31436,-44.110184,-46.58328,-48.46828,-48.563698,-47.267124,-45.95101,-44.18246,-42.157017,-42.740993,-43.11777,-44.639656,-47.98494,-50.067684,-50.794125,-50.522408,-49.15912,-48.19509,-47.725243,-46.551346,-46.447968,-47.04949,-48.13921,-50.35058,-51.28148,-50.863827,-50.37591,-49.35448,-47.520824,-46.68136,-46.488575,-46.691902,-47.850227,-48.741756,-47.66507,-46.636726,-46.617252,-47.330643,-48.034874,-49.09405,-49.18243,-49.01575,-48.454544,-48.864964,-50.268993,-51.02264,-50.76976,-50.780243,-51.20403,-51.89888,-50.761353,-50.532173,-49.67516,-49.519848,-48.71684,-48.05484,-47.852226,-49.288868,-49.727295,-49.78424,-50.78551,-51.257164,-51.495403,-51.617447,-51.592773,-51.19772,-51.397514,-51.015644,-51.29198,-51.92299,-52.649002,-53.751503,-55.037434,-55.442425,-55.910805,-56.714657,-56.712315,-56.11684,-55.155807,-54.757595,-55.11181,-55.34038,-55.14537,-55.11974,-54.9803,-54.646725,-53.890102,-53.297176,-53.69586,-54.126125,-54.89047,-54.89592,-54.528828,-55.096867,-55.658474,-56.29811,-57.017357,-57.422894,-56.826748,-56.72487,-57.43568,-57.622997,-57.565506,-58.030197,-58.05388,-58.08536,-58.693306,-59.54599,-60.276985,-60.813526,-60.84369,-61.11932,-61.64138,-62.274445,-63.04319,-64.1163,-64.679375,-584.62537,47.72827,-14.669302,4.112194,-5.6083713,1.6194793,-12.514425,-1.5982171,-11.525729,-12.2675495,-6.1141267,-2.287975,-7.7672973,-4.271308,-8.909457,-3.6316307,-2.4656987,-4.8074493,-5.127159,-1.8255274,-2.8775003,-4.2814918,0.9419971,6.822234,6.213686,8.750075,7.671234,4.860159,1.7387755,0.5045304,-1.4118004,1.1602248,0.43428975,0.02512706,-0.9819832,-1.9483322,-2.2249472,0.073320575,-0.8403954,-0.00082983705
fearful,0,-55.660023,-53.947735,-54.173653,-55.357853,-54.069893,-51.73657,-48.344658,-43.25574,-39.422523,-36.988564,-36.313225,-38.904556,-44.02322,-47.013985,-48.099186,-47.65734,-45.985527,-45.29856,-44.082993,-43.179276,-43.696568,-43.432972,-44.851574,-47.87581,-48.740322,-49.016907,-49.285736,-48.21326,-47.835423,-47.59592,-46.705406,-46.28671,-46.198406,-46.7535,-48.13448,-49.01705,-49.0784,-48.878933,-48.82438,-47.936943,-46.726025,-45.17516,-45.206947,-47.234913,-49.01861,-48.49253,-47.408863,-46.38106,-46.654064,-47.275208,-49.269352,-49.620552,-48.457138,-49.01265,-50.535206,-51.37042,-51.83183,-51.56983,-50.92682,-50.06346,-50.62481,-50.355587,-49.47621,-48.7638,-49.42496,-48.818783,-47.977142,-48.19826,-49.202713,-49.28644,-49.68683,-50.376617,-50.9443,-50.999756,-51.364822,-51.218487,-51.009064,-51.09338,-51.22252,-51.50167,-52.083935,-52.633537,-53.30242,-53.73586,-53.849434,-54.42487,-55.111946,-55.2325,-55.063076,-54.42389,-53.92137,-54.53225,-54.104305,-54.10552,-54.723118,-54.61917,-53.880028,-53.373814,-53.256702,-53.616943,-53.82591,-54.05376,-54.07344,-53.99267,-54.366524,-54.54497,-55.083817,-56.188854,-56.34854,-55.980545,-56.05156,-56.724644,-56.87288,-56.92093,-56.987484,-57.10174,-57.490475,-58.278614,-59.07655,-59.659042,-60.057037,-60.22329,-60.393562,-60.74879,-61.023922,-61.73012,-62.805435,-62.922222,-578.8705,45.900986,-12.976329,3.769631,-7.4357605,0.31070647,-11.26998,-0.6254529,-9.921249,-11.898968,-7.7918725,-3.5014262,-6.5017447,-5.6132383,-8.670615,-3.681478,-2.4242833,-4.5239925,-5.3284016,-2.9326756,-1.6816971,-2.2294424,1.1586328,4.8619723,5.888947,8.132829,6.517888,4.3358083,1.5904111,2.224232,1.4548483,2.4796252,0.25430915,-0.094566144,-1.286865,-1.9303913,-1.2405548,0.45369416,-0.82042897,-0.6173365
fearful,0,-39.589806,-39.886883,-41.08594,-42.785133,-42.250614,-42.29054,-42.693314,-42.424942,-42.008114,-40.783314,-37.306465,-34.591003,-33.36853,-33.003647,-32.708008,-32.01532,-29.741158,-29.337036,-29.883377,-31.41035,-36.110474,-38.26979,-39.849594,-40.927917,-40.420002,-39.38067,-39.50767,-39.13776,-38.98388,-38.37319,-36.93244,-35.481987,-34.351215,-34.409946,-34.302628,-34.167587,-34.619087,-35.801178,-37.90214,-39.608135,-40.25996,-39.26767,-37.27049,-35.644646,-33.834316,-31.956198,-30.471537,-30.528637,-31.297369,-31.269732,-33.10775,-35.977467,-37.416046,-38.21305,-38.88474,-39.21543,-38.97217,-38.379276,-38.45179,-38.094734,-38.47438,-37.420887,-36.86012,-35.452057,-34.5882,-33.93625,-34.205708,-35.443638,-35.724487,-35.41868,-35.624905,-35.8901,-36.55261,-36.197113,-35.938328,-37.192287,-37.712563,-37.272423,-36.48186,-36.95713,-36.95387,-36.623814,-37.045876,-38.863968,-40.254,-40.95476,-40.95501,-40.648884,-40.82108,-40.52652,-40.811882,-40.841637,-41.05979,-41.278572,-41.046143,-40.209286,-39.205467,-38.466278,-38.69672,-39.5385,-40.323967,-39.520073,-39.525227,-39.787758,-40.49418,-41.54403,-42.834743,-43.434532,-43.555866,-43.689373,-43.65254,-43.825138,-44.782516,-45.67194,-45.75111,-46.208996,-46.39965,-47.02858,-47.946156,-48.546913,-48.976604,-49.388783,-49.61569,-50.06086,-50.593094,-51.611805,-53.305756,-53.442104,-442.46124,33.120922,-29.70545,7.697242,-11.136109,3.3971586,-10.724293,0.60407937,-12.326486,-12.598688,-3.23745,0.54230195,-2.5151796,0.13705543,-0.7996572,12.814407,14.33948,6.1146426,-1.4114654,-2.6085024,-1.2545321,1.7921581,2.332925,1.4152156,-3.2367055,-0.9465001,-0.19841358,2.4971874,2.8246589,1.945174,-1.1599501,0.8418815,-0.08388977,-3.116694,-1.7467862,0.13357516,-2.0032432,0.40825623,-1.2807667,1.352873
fearful,0,-43.357674,-43.550102,-44.548412,-45.132904,-44.430714,-44.327374,-44.44884,-43.477737,-42.2487,-40.13046,-36.882256,-34.710266,-33.778473,-32.916008,-32.022278,-30.561365,-30.503986,-33.102592,-35.243813,-36.701183,-39.186806,-39.685818,-39.93228,-40.5819,-41.08901,-40.709038,-40.66864,-39.895,-39.103657,-37.823704,-35.62937,-34.316345,-33.74605,-33.658264,-35.017944,-36.63683,-38.3325,-39.23519,-39.594948,-39.768818,-39.957924,-39.37597,-37.896893,-36.940083,-36.191246,-35.646614,-35.705246,-36.523956,-37.527584,-37.67979,-38.18237,-39.411205,-39.7546,-40.297363,-39.880623,-40.38891,-40.66297,-40.29851,-40.500484,-38.98097,-38.67629,-38.638382,-39.86939,-40.033577,-39.280373,-38.275196,-37.448067,-37.270866,-38.478626,-39.034378,-39.327454,-39.116962,-39.77165,-40.155064,-39.811684,-39.624565,-39.588898,-39.931255,-40.51706,-40.86434,-40.498924,-40.709858,-41.15808,-41.467865,-42.80863,-43.801006,-44.354313,-44.5561,-44.017857,-43.805115,-43.303436,-43.377785,-43.694603,-43.64152,-43.627777,-43.35659,-43.24903,-42.785004,-42.911835,-43.536568,-43.79711,-43.906624,-43.797276,-43.414642,-43.761505,-43.839905,-44.625748,-45.267097,-45.803295,-46.072235,-46.38017,-46.474712,-45.942852,-45.776794,-46.491104,-47.076073,-47.379395,-47.69415,-48.52772,-49.195892,-49.53542,-49.719685,-50.134693,-50.439297,-50.972343,-51.782494,-52.524986,-52.555664,-466.4921,36.0915,-21.330093,1.4909931,-10.0976,-2.3705316,-11.139613,0.04056864,-9.778443,-10.375284,-7.6365724,-4.5107393,-6.151885,-1.3295496,-0.94095576,7.4168673,10.886752,7.8064055,2.5997257,0.38407865,-1.4759381,-0.7509753,3.0655532,2.2470524,-0.075376414,-0.25090256,-1.8549359,-0.6427072,-1.460841,0.67030925,0.5813433,1.992004,-0.24024363,-0.19854474,1.6939695,-1.0237023,-1.9418523,-0.27021557,-0.385081,0.21343331
fearful,0,-46.793877,-45.620552,-45.48034,-46.22836,-46.049133,-45.63239,-44.165356,-41.86702,-39.509987,-36.829136,-33.08541,-30.996801,-30.511736,-30.72907,-31.501875,-31.961565,-32.53879,-33.9914,-34.31789,-35.162582,-37.378567,-37.912724,-38.129578,-37.916214,-36.833702,-36.126858,-36.759285,-36.655052,-36.39929,-35.87132,-34.92657,-34.463833,-34.966755,-35.684,-36.853794,-36.621464,-36.351116,-36.68615,-37.89073,-38.376965,-38.95866,-38.653206,-37.278313,-36.43277,-36.7484,-36.144753,-36.129055,-36.35603,-36.27418,-35.855927,-36.235344,-36.916363,-37.51594,-38.740124,-39.634876,-40.2176,-40.427467,-39.89048,-39.35796,-39.829586,-40.80242,-40.57095,-40.3545,-38.75358,-37.5573,-37.845726,-37.647156,-37.509666,-37.70895,-37.88857,-38.463642,-39.078022,-40.16505,-40.213528,-40.104637,-39.90595,-39.361214,-39.84133,-39.356045,-38.07213,-38.422546,-39.138573,-39.116047,-39.770813,-41.220867,-42.52468,-43.270046,-43.58851,-43.08707,-42.923237,-42.904373,-42.784313,-42.846733,-42.798,-42.480618,-42.747406,-42.799534,-42.364384,-42.35003,-42.323814,-42.529915,-42.8035,-42.820568,-42.560635,-42.416702,-42.491512,-42.95885,-43.119118,-43.640034,-44.308464,-44.990826,-45.4892,-45.933807,-45.80317,-45.781418,-46.189007,-46.512054,-46.753994,-47.298668,-47.8843,-48.46436,-48.728615,-49.195244,-49.555992,-50.133057,-51.150112,-52.44943,-52.532234,-456.83792,35.915585,-20.035973,0.960247,-14.24059,-4.8589487,-13.391954,-2.4712825,-13.753418,-9.989329,-6.6431155,-5.802396,-7.1988344,-5.0531583,-5.6342187,4.738227,6.001571,2.9908545,0.63569015,5.4374843,1.4737245,1.281822,3.5918453,1.9042656,0.026499415,1.0220786,0.67456996,0.38594836,-0.07973441,0.51235723,-0.6671968,1.1500719,-1.6039501,-1.1944543,-0.41784486,-0.135245,-1.1991653,-1.5653943,-1.7808421,0.28241885
fearful,0,-44.741142,-44.613598,-45.665977,-47.194977,-46.603294,-45.984344,-45.58263,-42.707504,-40.34245,-37.305782,-33.54661,-31.10734,-30.395887,-31.014448,-31.916649,-32.51373,-33.08404,-34.964615,-36.18737,-36.17654,-37.46285,-37.178516,-36.90434,-37.293324,-36.385735,-35.74156,-35.82383,-35.36484,-35.407703,-35.76417,-35.704937,-35.510254,-35.508442,-36.134922,-37.133472,-37.423622,-37.64955,-37.526726,-37.36177,-36.699516,-36.975063,-37.78247,-37.747387,-37.51858,-36.555405,-35.475124,-35.28368,-35.664223,-37.055683,-37.998493,-37.991146,-38.27789,-37.639378,-37.442116,-37.330544,-38.149014,-39.346794,-39.771885,-40.489616,-39.95769,-39.364197,-39.03188,-39.43948,-38.901424,-38.62602,-37.821926,-37.441383,-37.457245,-37.680984,-37.733738,-38.38095,-38.560795,-39.61838,-40.130547,-40.340923,-40.22598,-40.386288,-39.903313,-39.445156,-39.28299,-38.999115,-39.484753,-39.813614,-40.47485,-41.80535,-42.83482,-43.516396,-43.46191,-42.809673,-43.029842,-43.072987,-42.876232,-42.54557,-42.13732,-41.552414,-41.670273,-41.936684,-41.74317,-41.8203,-41.69889,-41.283,-41.0977,-40.989918,-40.698536,-40.81439,-40.867455,-41.70191,-42.650536,-43.490845,-44.210693,-44.914482,-45.051224,-44.800297,-44.73634,-44.68352,-44.71361,-44.90809,-45.838753,-46.578365,-47.14072,-47.668674,-48.02218,-48.49481,-49.12907,-49.82305,-50.68784,-51.83681,-52.18209,-454.50644,32.319195,-18.824198,-0.7997936,-14.787984,-2.8052046,-15.612923,-2.163132,-11.931265,-9.572285,-5.6335006,-4.5692396,-6.5413465,-3.1614268,-6.004368,3.8129737,3.43664,3.7342155,3.2974107,7.049122,3.266278,1.1258268,5.19044,2.3822043,1.1013101,1.5366228,-0.19152148,1.3656263,0.2603813,1.1666746,-2.0254738,-0.45221698,0.06990293,0.97897476,-0.030183844,-1.3662152,-2.0710275,-0.014856162,1.1724486,0.5882131
disgust,0,-56.453033,-54.528484,-53.66699,-53.439293,-48.81952,-44.986786,-43.04024,-42.785534,-45.08682,-47.607674,-46.40321,-46.071518,-46.42788,-46.287525,-46.852516,-47.35259,-47.046,-48.08028,-47.58253,-47.274254,-49.01486,-49.426662,-50.043076,-50.79197,-50.49342,-49.78136,-50.755486,-50.869667,-51.018303,-51.260197,-51.17448,-50.626232,-50.4491,-50.774624,-51.937767,-51.880486,-51.165,-51.02512,-50.417255,-51.06678,-52.254818,-52.928112,-52.052517,-52.174774,-52.586918,-52.60603,-52.430332,-52.415817,-52.53157,-52.925262,-52.77745,-52.975483,-54.587955,-55.62151,-55.39561,-55.456432,-55.785225,-56.3575,-56.476177,-55.308422,-55.248184,-55.046757,-54.39037,-53.378113,-53.125526,-53.34127,-53.394928,-53.93941,-54.856472,-55.218365,-55.73292,-56.74997,-57.46903,-58.427788,-58.450756,-57.171062,-56.6881,-57.231537,-58.057434,-57.822563,-58.121735,-58.260624,-58.32572,-58.000225,-57.694912,-58.384007,-58.607197,-58.7881,-59.656853,-60.330105,-60.811626,-60.74616,-60.193573,-59.451557,-58.89387,-58.857063,-59.126003,-59.160946,-59.56564,-59.494953,-59.994278,-60.454365,-60.229027,-59.819386,-59.69687,-60.315445,-61.22196,-61.386707,-61.03627,-60.566113,-60.499393,-60.753662,-61.378643,-61.900284,-62.037003,-62.476746,-63.156998,-63.38352,-63.852474,-64.471,-64.793816,-65.32845,-65.63675,-66.02282,-66.39973,-67.04481,-68.04505,-68.21482,-628.2414,59.146286,-3.4290037,7.125199,-4.9693146,2.9737246,-8.271731,1.3791875,-6.1414022,-5.632515,-8.136983,-2.4559798,-3.0034993,-4.071291,-6.867607,-1.0879472,-0.2955027,-5.295255,-4.810289,-2.1828144,-2.7204947,-2.0161195,-3.9688451,-2.2836447,-1.6739942,-1.890591,-1.2473273,1.0053928,-1.8775711,-0.5661089,0.59754825,-0.6831784,0.678457,1.0368371,0.15922113,0.8544955,0.54794264,1.5663925,0.50613314,2.2207298
disgust,0,-55.365726,-55.86803,-56.077393,-55.089245,-51.71761,-48.36549,-45.85139,-42.464245,-42.226456,-43.455963,-44.04377,-45.623497,-46.27475,-46.24069,-45.5242,-44.897102,-43.98292,-44.268982,-44.482967,-45.346695,-48.015533,-48.82126,-49.915974,-50.51109,-50.405296,-49.409046,-48.689507,-47.72413,-47.890823,-49.79171,-51.537525,-52.583588,-52.74668,-52.465965,-51.91952,-51.842323,-51.419468,-51.527435,-51.82125,-52.18703,-51.917503,-51.102215,-50.549515,-50.791145,-51.41388,-51.601013,-51.89594,-51.45912,-50.778934,-50.402134,-50.559795,-51.228367,-52.211876,-52.91879,-53.81439,-54.306587,-54.271805,-55.024242,-55.05949,-54.80213,-55.31314,-54.589577,-54.315487,-53.689583,-53.621586,-53.357155,-52.899612,-52.695805,-53.3822,-54.233883,-54.757675,-55.263336,-56.01759,-56.14358,-56.51759,-56.890133,-56.533497,-57.09168,-57.23769,-57.215496,-57.02864,-57.17284,-57.664787,-58.078094,-58.305206,-58.43227,-58.53316,-58.76483,-58.68224,-58.574448,-59.337494,-59.5142,-58.970757,-58.844402,-59.304527,-59.374775,-59.2332,-59.282455,-59.43011,-60.201736,-60.85278,-60.979603,-60.818966,-60.74715,-60.54567,-60.166527,-60.827057,-61.603706,-62.12028,-62.182472,-62.21713,-62.05952,-62.240276,-62.5547,-62.687195,-63.319813,-63.749546,-63.92652,-64.06848,-64.454315,-64.895355,-65.12083,-65.5251,-65.90303,-66.191666,-67.18868,-68.197845,-68.35095,-623.5349,62.788006,-7.8990617,6.872773,-4.465645,0.65491897,-9.667309,-4.9473457,-10.507124,-8.483741,-7.2640786,-1.1004088,-4.9298115,-6.114228,-6.337615,-1.2200421,-1.8272524,-3.3107033,-3.4660604,0.16538559,-2.121113,-3.2138703,-4.0037546,-3.0516255,-1.9994278,0.23548198,1.5297735,3.5056105,2.118936,4.1016293,2.484639,1.9107933,0.2589176,-0.942858,0.9395904,1.5744059,1.8512564,1.7235304,0.22499645,0.25579965
disgust,0,-58.007305,-56.644974,-57.06421,-57.530174,-53.406723,-47.03274,-42.87785,-40.092293,-40.716194,-44.317207,-46.762558,-48.39071,-49.549435,-47.331535,-45.52708,-44.75162,-43.93695,-45.13466,-46.22979,-46.359634,-47.522907,-48.245502,-48.81893,-50.120564,-49.26428,-48.35356,-48.547768,-48.360992,-49.04011,-50.716217,-51.536327,-51.761974,-51.23933,-50.48473,-50.065933,-49.71016,-49.685593,-50.452053,-51.229618,-50.9106,-50.302845,-50.224415,-50.11902,-50.589348,-51.11155,-50.868202,-49.862995,-49.562466,-50.55082,-50.97889,-50.95398,-50.335724,-50.68974,-51.498352,-52.422367,-52.778652,-53.315327,-54.043774,-54.02214,-53.310326,-53.656723,-53.754917,-53.378983,-52.601784,-53.098827,-52.641308,-52.09759,-52.10003,-52.443424,-52.88908,-53.500603,-53.2614,-54.55967,-55.012302,-55.596024,-55.800694,-55.43034,-55.717194,-55.12659,-55.23582,-55.622635,-56.020195,-56.702938,-56.29655,-56.686882,-57.56308,-57.96236,-57.90702,-57.960983,-57.43071,-57.80616,-58.159157,-58.150307,-57.474476,-57.47749,-57.148182,-56.391354,-55.865543,-55.88406,-56.299114,-56.320015,-56.823193,-56.54325,-55.876904,-55.491283,-55.479145,-55.98943,-56.564896,-57.43884,-57.934387,-58.135494,-58.71994,-58.918114,-59.261982,-59.589897,-59.81391,-60.046413,-60.258286,-60.270832,-60.444077,-60.897346,-61.39264,-61.963253,-62.601414,-62.985565,-63.781036,-65.070465,-65.42095,-607.0526,47.369076,-5.2597456,2.3479326,-6.7923193,3.1112692,-12.387634,-1.5565336,-10.128782,-9.280766,-5.2952495,-3.558451,-4.9606423,-4.803607,-7.0360327,-1.1430136,-4.5802765,-5.24716,-6.360522,-1.8569329,-4.643747,-3.8573923,-4.0103855,-3.5686042,-3.263668,-1.8940387,0.06081593,1.4084377,2.1673293,5.169428,3.2072978,3.371649,2.6707935,1.9821498,2.8810713,2.206746,2.7363877,3.143464,1.7427553,1.9388962
disgust,0,-46.978077,-48.317085,-53.21747,-55.790062,-53.699097,-49.965786,-46.399555,-41.65455,-40.387524,-41.963245,-43.850185,-45.232708,-46.415462,-46.76008,-46.507473,-46.00723,-44.06144,-43.39492,-43.706253,-44.78615,-47.895878,-48.935486,-49.525528,-49.786995,-47.409554,-45.71378,-45.670887,-45.75627,-47.14364,-49.835762,-51.421318,-51.963455,-50.632874,-49.443462,-49.134377,-48.621223,-48.69171,-49.160984,-49.651943,-49.354446,-49.643055,-49.85606,-48.959152,-48.884163,-49.883892,-49.864986,-48.835773,-48.011063,-48.035385,-48.333076,-48.518383,-48.07899,-48.659336,-48.723213,-48.7356,-49.566788,-50.902256,-51.179813,-51.034676,-51.25117,-51.97731,-50.935608,-50.324013,-50.83179,-50.215385,-49.83584,-50.057156,-50.079636,-50.31691,-50.314564,-50.216026,-50.94293,-51.547585,-52.195663,-52.764877,-53.125153,-53.12615,-53.55703,-53.398376,-52.589916,-52.394794,-52.372627,-53.727886,-54.512222,-55.19662,-55.684174,-55.9316,-55.76094,-55.37646,-54.508522,-54.1487,-54.93828,-55.476616,-54.998528,-54.53469,-53.954887,-53.419807,-52.710342,-52.39173,-52.542713,-53.3236,-53.56948,-53.272087,-52.86177,-52.839027,-53.19355,-53.788002,-54.567303,-54.91813,-55.145138,-55.52897,-55.868156,-56.10975,-55.90503,-55.980125,-56.456543,-56.78647,-56.860874,-57.566166,-58.19869,-58.71245,-58.911076,-59.301666,-60.066,-60.650646,-61.211834,-62.262737,-62.76575,-582.59906,40.56071,-6.2352,4.637279,-4.030807,6.2688003,-11.810603,-0.6322429,-7.7551455,-6.4656096,-2.3125734,-0.83323467,-4.8807116,-2.337863,-4.970554,0.7536521,-2.0265923,-3.146005,-1.8894826,2.1769261,0.82270485,-0.34308288,-0.09068358,-0.686762,-1.2547464,1.6754086,3.2701364,4.58459,7.0141416,8.721925,4.179973,5.009441,2.7874188,0.13742065,0.91632825,0.8913102,1.2854873,3.195866,1.8895115,1.822148
disgust,0,-47.398003,-48.07765,-49.2115,-48.89878,-46.776886,-44.131737,-39.89594,-34.757996,-33.63979,-35.46483,-36.727425,-39.983803,-42.86747,-42.95177,-41.00429,-39.467678,-37.80074,-38.202938,-39.35753,-40.209072,-42.397823,-42.60475,-41.964336,-42.2267,-42.326607,-42.71543,-43.641487,-43.258595,-43.95264,-45.328762,-45.077507,-44.044,-43.239872,-43.009438,-43.411423,-42.845814,-43.032986,-43.761074,-44.032703,-43.884663,-43.864117,-44.123306,-44.179764,-43.57893,-43.027847,-43.769455,-44.02431,-44.0579,-43.3742,-42.832584,-44.354637,-45.171932,-45.493504,-44.474083,-45.172237,-47.30634,-46.989384,-45.804317,-46.524887,-46.05112,-45.62773,-45.434,-44.70877,-44.903294,-44.82715,-43.75201,-43.861256,-43.472694,-44.295784,-44.86466,-44.599262,-45.317154,-46.019333,-46.522293,-46.213867,-46.410473,-45.93206,-46.231586,-46.063683,-46.018482,-46.42835,-46.838467,-47.6814,-47.884834,-48.380875,-48.284306,-48.878605,-49.388573,-49.853745,-50.12869,-50.206985,-49.864082,-49.877182,-49.983425,-49.86857,-49.82627,-49.30884,-48.628212,-48.679813,-48.668022,-48.81113,-49.127537,-48.968777,-48.64457,-48.984203,-50.03045,-50.85494,-51.352283,-50.9963,-50.63781,-51.225525,-51.646828,-52.130745,-52.528896,-52.663555,-52.658417,-52.747414,-53.20992,-53.77042,-54.09579,-54.331676,-54.662697,-55.32069,-55.514595,-55.795845,-56.359562,-57.08549,-57.147274,-525.27374,43.546585,-10.552707,7.84151,-4.056154,0.19931817,-9.377732,0.29350775,-8.576916,-9.400686,-5.53306,-3.920709,-4.0885296,-3.2454555,-6.857914,-1.0032834,-2.2688994,-5.186372,-5.2904615,-3.1573524,-2.3760872,-1.9182892,-1.1046871,0.18771282,-0.65318215,0.7925108,1.8914181,2.863838,3.5687523,5.069103,5.498612,4.173405,3.2964337,2.5777817,1.2696396,1.0257183,-0.1310391,0.2987886,-0.7766432,-0.0020370483
disgust,0,-52.772438,-52.68957,-52.52015,-51.351883,-47.883095,-42.375275,-38.06075,-35.331753,-36.438736,-40.931976,-43.614384,-45.500813,-45.879864,-43.74377,-41.243664,-39.568905,-38.539406,-40.261032,-42.620068,-43.59376,-45.388832,-45.040947,-44.546436,-44.494423,-43.967327,-43.954697,-44.83334,-44.424553,-45.55479,-47.240704,-47.033394,-45.814552,-44.778004,-44.707253,-44.39528,-44.1697,-45.230293,-46.545284,-46.59235,-45.56685,-45.13037,-45.239388,-45.570602,-46.106354,-46.41967,-46.477974,-46.064972,-45.743042,-46.02629,-46.396282,-47.80793,-48.155262,-46.939793,-47.12259,-48.21227,-48.873608,-48.399582,-48.552265,-49.176937,-47.82425,-47.814705,-48.30782,-47.079494,-46.624687,-47.098484,-46.36964,-47.155914,-47.19176,-47.28867,-47.19454,-47.37634,-47.85782,-49.383556,-49.982624,-49.89791,-49.713318,-49.30906,-49.022987,-49.32191,-49.016434,-49.035057,-49.64079,-50.51492,-51.185738,-51.075615,-51.119606,-50.946606,-51.63114,-52.13277,-52.611404,-52.03344,-51.315903,-51.30522,-51.503277,-51.530087,-51.75708,-51.667587,-51.267624,-52.15561,-52.4429,-52.236065,-52.369083,-52.28676,-52.25017,-53.085453,-54.213257,-54.725018,-54.574146,-54.38508,-54.1445,-54.446396,-54.824265,-54.670338,-54.554924,-54.99524,-55.65585,-55.760162,-55.903324,-56.48216,-57.047977,-57.650784,-57.860622,-57.998325,-58.302715,-58.625854,-59.525757,-60.238262,-60.25783,-554.0527,47.178516,-11.127878,6.6757336,-6.217259,-0.6855662,-8.440434,-1.3440253,-6.8095775,-7.748882,-8.001544,-3.0150523,-5.0041137,-3.0938723,-6.4293756,-2.5742908,-2.1606083,-5.4676266,-5.501122,-3.7064207,-4.190306,-4.9078636,-3.7993815,-3.3646636,-4.775624,-2.5221875,-2.489816,-0.288027,1.1671714,4.129504,5.138126,4.2912226,4.8726444,4.227341,1.2487147,2.0026658,1.9812644,2.5486245,1.4183986,1.119752
